epoch,train_loss,val_loss
1,1.0274917654628242,0.9551580560017859
2,0.9030054098320296,0.878447895515696
3,0.8780560903434544,0.8828132185946803
4,0.8401722945484507,0.8196256828524685
5,0.799534645181224,0.8004415065929982
6,0.7705751924251165,0.7699369933007794
7,0.7612397399579698,0.7511889819030415
8,0.751555727370893,0.7497986236095068
9,0.7479597419917877,0.7484163992293038
10,0.732148883447463,0.7414830202500446
11,0.7266702199921108,0.7495364863975403
12,0.7192619579143481,0.7231971390945816
13,0.7188687206488222,0.7743267366418687
14,0.7099142704033482,0.7435475615819777
15,0.7041803290450361,0.7332479705149978
16,0.6973994858379573,0.7058953632918566
17,0.691370610191442,0.7141331147732471
18,0.6832955663446132,0.701932359788564
19,0.6771154534699383,0.6977137875412559
20,0.6695745967523206,0.7029544037458664
21,0.6647025776469134,0.6880083250376783
22,0.6587114491073619,0.6729794158335891
23,0.6493939204181699,0.6721293736280229
24,0.6428257966698322,0.6644240767553302
25,0.6388349276584732,0.6788597090238879
26,0.6345414723559158,0.6586140225007623
27,0.6294889346989481,0.6580407577626729
28,0.6270799400092345,0.6553933444932769
29,0.6252826899685042,0.6552528980710487
30,0.6240559729018567,0.6552807640433763
